Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
61244268,"Godkiller (Fallen Gods, #1)",Hannah Kaner,"Kaner, Hannah",,"=""0008521468""","=""9780008521462""",0,3.91,Harper Voyager,Hardcover,304,2023,2023,,2024/08/03,to-read,to-read (#190),to-read,,,,0,0
19351043,Nimona,N.D. Stevenson,"Stevenson, N.D.",,"=""""","=""""",0,4.18,Harper Collins,Kindle Edition,272,2015,2015,,2024/07/28,to-read,to-read (#189),to-read,,,,0,0
40532263,Nervous and Angry Feelings,Athena Simone,"Simone, Athena",,"=""""","=""""",0,4.07,BLVNP Incorporated,Kindle Edition,13,2018,,,2018/06/17,currently-reading,currently-reading (#2),currently-reading,,,,1,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,3.99,Alfred A. Knopf,Hardcover,241,2006,2006,,2024/06/23,to-read,to-read (#188),to-read,,,,0,0
13453029,"Wool Omnibus (Silo, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",0,4.22,Broad Reach Publishing,Kindle Edition,509,2012,2012,,2024/06/23,to-read,to-read (#187),to-read,,,,0,0
17333324,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,"Leckie, Ann",,"=""""","=""""",0,3.99,Orbit,Paperback,386,2013,2013,,2024/04/08,to-read,to-read (#186),to-read,,,,0,0
34511,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",0,4.23,,Paperback,496,2003,2003,,2024/03/17,to-read,to-read (#185),to-read,,,,0,0
48727813,"She Who Became the Sun (The Radiant Emperor, #1)",Shelley Parker-Chan,"Parker-Chan, Shelley",,"=""1250621798""","=""9781250621795""",0,3.86,Tor Books,Kindle Edition,416,2021,2021,,2024/03/17,to-read,to-read (#184),to-read,,,,0,0
6080751,"Backwards to Oregon (The Oregon Series, #1)",Jae,"Jae, Jae",,"=""""","=""""",0,4.46,Ylva Publishing,Kindle Edition,465,2013,2007,,2024/03/13,to-read,to-read (#183),to-read,,,,0,0
704159,"Off the Wall (From the Files of Madison Finn, #15)",Laura Dower,"Dower, Laura",Stephanie Power,"=""0786817372""","=""9780786817375""",0,3.91,Volo,Paperback,176,2003,2004,,2024/03/10,,,read,,,,1,0
627848,"Thanks for Nothing (From the Files of Madison Finn, #5)",Laura Dower,"Dower, Laura",Stephanie Power,"=""0786815574""","=""9780786815579""",0,3.96,Volo,Paperback,165,2001,2001,,2024/03/10,,,read,,,,1,0
704153,"Double Dare (From the Files of Madison Finn, #14)",Laura Dower,"Dower, Laura",Stephanie Power,"=""0786817364""","=""9780786817368""",0,4.02,Volo,Paperback,176,2003,2003,,2024/03/10,,,read,,,,1,0
704152,"All Shook Up (From the Files of Madison Finn, #22)",Laura Dower,"Dower, Laura",,"=""0786837799""","=""9780786837793""",0,4.12,"Little, Brown Books for Young Readers",Paperback,176,2006,2006,,2024/03/10,,,read,,,,1,0
18394877,Denial,Jackie  Kennedy,"Kennedy, Jackie",,"=""""","=""""",0,4.18,Affinity Ebook Press NZ,Kindle Edition,369,2013,2013,,2023/12/19,,,read,,,,1,0
44650326,"Iron Heart (Crier's War, #2)",Nina Varela,"Varela, Nina",,"=""""","=""""",0,4.25,HarperTeen,Hardcover,400,2020,2020,2024/03/09,2024/03/09,,,read,,,,1,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",0,4.15,Penguin,Paperback,532,2003,1847,,2024/03/09,to-read,to-read (#182),to-read,,,,0,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333846""","=""9780385333849""",0,4.10,Dial Press,Paperback,275,1999,1969,,2024/03/09,to-read,to-read (#181),to-read,,,,0,0
394535,"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",0,4.16,Vintage Books,Paperback,351,2010,1985,,2024/03/09,to-read,to-read (#180),to-read,,,,0,0
63083089,Mrs. S,K.    Patrick,"Patrick, K.",,"=""1609458419""","=""9781609458416""",0,3.64,Europa Editions,Kindle Edition,240,2023,2023,,2024/03/08,to-read,to-read (#179),to-read,,,,0,0
75715117,Sunburn,Chloe Michelle Howarth,"Howarth, Chloe Michelle",,"=""0857308416""","=""9780857308412""",0,4.32,VERVE Books,Paperback,288,2023,2023,,2024/03/08,to-read,to-read (#178),to-read,,,,0,0
56969555,All of You Every Single One,Beatrice Hitchman,"Hitchman, Beatrice",,"=""1419756931""","=""9781419756931""",0,3.58,Harry N. Abrams,Hardcover,320,2022,2021,,2024/03/08,to-read,to-read (#177),to-read,,,,0,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",0,4.32,Ecco,Paperback,408,2012,2011,,2024/03/07,to-read,to-read (#176),to-read,,,,0,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,3.85,Vintage Books ,Paperback,288,2010,2005,,2024/03/04,to-read,to-read (#175),to-read,,,,0,0
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""059331817X""","=""9780593318171""",0,3.75,Alfred A. Knopf,Hardcover,303,2021,2021,,2024/03/04,to-read,to-read (#174),to-read,,,,0,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,4.14,Faber & Faber,Paperback,258,2005,1989,,2024/03/04,to-read,to-read (#173),to-read,,,,0,0
60839741,Bad Cree,Jessica Johns,"Johns, Jessica",,"=""0385548699""","=""9780385548694""",0,3.93,Doubleday,Hardcover,259,2023,2023,,2024/03/04,to-read,to-read (#172),to-read,,,,0,0
448873,"The Thief (The Queen's Thief, #1)",Megan Whalen Turner,"Turner, Megan Whalen",,"=""0060824972""","=""9780060824976""",0,3.85,Greenwillow Books,Paperback,280,2005,1996,,2024/03/04,to-read,to-read (#171),to-read,,,,0,0
16981,Invisible Man,Ralph Ellison,"Ellison, Ralph",,"=""""","=""""",0,3.91,Vintage,Paperback,581,1995,1952,,2024/03/04,to-read,to-read (#170),to-read,,,,0,0
26892110,The Library at Mount Char,Scott  Hawkins,"Hawkins, Scott",,"=""0553418629""","=""9780553418620""",0,4.09,Crown,Paperback,390,2016,2015,,2024/03/04,to-read,to-read (#169),to-read,,,,0,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.31,Scribner,Hardcover,544,2014,2014,,2024/03/04,to-read,to-read (#168),to-read,,,,0,0
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",0,4.47,Alfred A. Knopf,Hardcover,305,2016,2016,,2024/03/04,to-read,to-read (#167),to-read,,,,0,0
6351885,The 120 Days of Sodom,Marquis de Sade,"Sade, Marquis de",,"=""1604594187""","=""9781604594188""",0,3.08,Wilder Publications,Paperback,376,2009,1785,,2024/03/04,to-read,to-read (#166),to-read,,,,0,0
52382796,"Shōgun (Asian Saga, #1)",James Clavell,"Clavell, James",,"=""1982603844""","=""9781982603847""",0,4.41,Blackstone Publishing,Paperback,1152,2020,1975,,2024/03/04,to-read,to-read (#165),to-read,,,,0,0
10975,The Sound and the Fury,William Faulkner,"Faulkner, William",,"=""""","=""""",0,3.86,Vintage International,Paperback,366,1990,1929,,2024/03/04,to-read,to-read (#164),to-read,,,,0,0
13258,What Was She Thinking? [Notes on a Scandal],Zoë Heller,"Heller, Zoë",,"=""0312421990""","=""9780312421991""",0,3.73,Picador,Paperback,258,2003,2003,,2024/03/02,to-read,to-read (#163),to-read,,,,0,0
44890081,My Dark Vanessa,Kate Elizabeth Russell,"Russell, Kate Elizabeth",,"=""006294150X""","=""9780062941503""",0,4.10,William Morrow,Hardcover,373,2020,2020,,2024/03/02,to-read,to-read (#162),to-read,,,,0,0
45046552,"The Unspoken Name (The Serpent Gates, #1)",A.K. Larkwood,"Larkwood, A.K.",,"=""1250238900""","=""9781250238900""",0,3.73,Tor Books,Hardcover,464,2020,2020,,2024/03/02,to-read,to-read (#161),to-read,,,,0,0
55399,"Gardens of the Moon (Malazan Book of the Fallen, #1)",Steven Erikson,"Erikson, Steven",,"=""0765348780""","=""9780765348784""",0,3.92,Tor Books,Mass Market Paperback,666,2005,1999,,2024/03/02,to-read,to-read (#160),to-read,,,,0,0
41951626,"Crier's War (Crier's War, #1)",Nina Varela,"Varela, Nina",,"=""0062823965""","=""9780062823960""",3,4.12,Quill Tree Books,ebook,464,2019,2019,2024/02/26,2023/09/23,,,read,,,,1,0
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""""","=""""",0,4.13,Puffin Books (US/CAN),Mass Market Paperback,208,1997,1967,,2024/02/17,,,read,,,,1,0
54467051,"The Unbroken (Magic of the Lost, #1)",C.L. Clark,"Clark, C.L.",,"=""""","=""""",0,3.82,Orbit,Paperback,464,2021,2021,,2024/02/17,to-read,to-read (#159),to-read,,,,0,0
59558627,"The Lotus Empire (The Burning Kingdoms, #3)",Tasha Suri,"Suri, Tasha",,"=""0356515672""","=""9780356515670""",0,4.39,Orbit,Paperback,0,2024,2024,,2024/02/17,to-read,to-read (#158),to-read,,,,0,0
56060535,The Last Time We Met,Maggie  Brown,"Brown, Maggie",Leni Hanson,"=""1642471917""","=""9781642471915""",0,4.13,Bella Books,Paperback,280,2021,2021,,2024/02/07,to-read,to-read (#157),to-read,,,,0,0
57372484,"The Secrets We Keep (Libellule's, #1)",Donna Jay,"Jay, Donna",,"=""""","=""""",0,4.17,self-published,ebook,392,2021,,,2024/02/07,to-read,to-read (#156),to-read,,,,0,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",0,4.13,Random House: Modern Library,Paperback,272,2004,1890,,2024/02/07,to-read,to-read (#155),to-read,,,,0,0
54304189,Sweet & Bitter Magic,Adrienne Tooley,"Tooley, Adrienne",,"=""1534453857""","=""9781534453852""",0,3.70,Margaret K. McElderry Books,Hardcover,368,2021,2021,,2024/02/07,to-read,to-read (#154),to-read,,,,0,0
139569,Stone Butch Blues,Leslie Feinberg,"Feinberg, Leslie",,"=""1555838537""","=""9781555838539""",0,4.50,Alyson Books,Hardcover,308,2003,1993,,2024/02/07,to-read,to-read (#153),to-read,,,,0,0
3103,Maurice,E.M. Forster,"Forster, E.M.",,"=""0393310329""","=""9780393310320""",0,4.08,W. W. Norton  Company,Paperback,256,2005,1971,,2024/02/07,to-read,to-read (#152),to-read,,,,0,0
1627,Brokeback Mountain,Annie Proulx,"Proulx, Annie",,"=""0743271327""","=""9780743271325""",0,4.00,Scribner,Paperback,55,2005,1997,,2024/02/07,to-read,to-read (#151),to-read,,,,0,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",0,4.44,Riverhead Books,Hardcover,372,2007,2007,,2024/02/07,,,read,,,,1,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Borut Kraševec, Ива Николова","=""""","=""""",0,4.37,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2023/12/28,to-read,to-read (#150),to-read,,,,0,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank","=""""","=""""",0,4.27,Penguin,Paperback,671,2002,1866,,2023/12/28,to-read,to-read (#149),to-read,,,,0,0
201889,City of Illusions,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,3.93,Ace Books,Mass Market Paperback,160,1967,1967,,2023/12/27,to-read,to-read (#148),to-read,,,,0,0
92610,Rocannon's World,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0441732968""","=""9780441732968""",0,3.78,Ace,Mass Market Paperback,258,1966,1966,,2023/12/27,to-read,to-read (#147),to-read,,,,0,0
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.10,Ace,Paperback,304,2000,1969,,2023/12/26,to-read,to-read (#146),to-read,,,,0,0
54102733,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,"Grann, David",,"=""""","=""""",0,4.14,Vintage,Kindle Edition,347,2017,2017,,2023/08/04,to-read,to-read (#145),to-read,,,,0,0
29868354,Shaken to the Core,Jae,"Jae, Jae",,"=""395533662X""","=""9783955336622""",0,4.31,Ylva Publishing,Paperback,386,2016,2016,2023/12/27,2023/08/11,,,read,,,,1,0
18690811,Kicker's Journey,Lois Cloarec Hart,"Hart, Lois Cloarec",,"=""3955330605""","=""9783955330606""",0,4.16,Ylva Publishing,Paperback,490,2013,2009,,2023/12/26,to-read,to-read (#144),to-read,,,,0,0
50736031,Breasts and Eggs,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1609455878""","=""9781609455873""",0,3.86,Europa Editions,Hardcover,430,2020,2012,,2023/12/19,to-read,to-read (#143),to-read,,,,0,0
587151,Galveston 1900: Swept Away,Linda Crist,"Crist, Linda",,"=""1932300449""","=""9781932300444""",0,4.35,Regal Crest Enterprises - Yellow Rose Books,Paperback,416,2005,2005,,2023/12/19,to-read,to-read (#142),to-read,,,,0,0
17225311,Tampa,Alissa Nutting,"Nutting, Alissa",,"=""0062280562""","=""9780062280565""",0,3.37,Ecco,Paperback,272,2013,2013,,2023/12/03,to-read,to-read (#141),to-read,,,,0,0
198637902,The Color Purple (Movie Tie-In),Alice Walker,"Walker, Alice",,"=""0593512359""","=""9780593512357""",0,4.27,Penguin Books,Paperback,304,2023,1982,,2023/11/21,to-read,to-read (#140),to-read,,,,0,0
41556003,Severance,Ling  Ma,"Ma, Ling",,"=""1250214998""","=""9781250214997""",0,3.91,Picador,Paperback,291,2019,2018,,2023/11/21,to-read,to-read (#139),to-read,,,,0,0
23444482,"The Traitor Baru Cormorant (The Masquerade, #1)",Seth Dickinson,"Dickinson, Seth",,"=""0765380722""","=""9780765380722""",0,4.05,Tor Books / Tom Doherty Associates ,Hardcover,399,2015,2015,,2023/11/19,to-read,to-read (#138),to-read,,,,0,0
51530580,"Malice (Malice Duology, #1)",Heather   Walter,"Walter, Heather",,"=""1984818651""","=""9781984818652""",0,3.95,Del Rey,Hardcover,470,2021,2021,,2023/11/19,to-read,to-read (#137),to-read,,,,0,0
22733729,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky  Chambers,"Chambers, Becky",,"=""1500453307""","=""9781500453305""",0,4.18,CreateSpace Independent Publishing Platform ,Paperback,518,2014,2014,,2023/11/19,to-read,to-read (#136),to-read,,,,0,0
7864437,"The Death Cure (The Maze Runner, #3)",James Dashner,"Dashner, James",,"=""0385738773""","=""9780385738774""",0,3.78,Delacorte Books for Young Readers,Hardcover,325,2011,2011,,2023/11/19,,,read,,,,1,0
7631105,"The Scorch Trials (The Maze Runner, #2)",James Dashner,"Dashner, James",,"=""0385738757""","=""9780385738750""",0,3.90,Delacorte Press,Hardcover,362,2010,2010,,2023/11/19,,,read,,,,1,0
6186357,"The Maze Runner (The Maze Runner, #1)",James Dashner,"Dashner, James",,"=""0385737947""","=""9780385737944""",0,4.05,Delacorte Press,Hardcover,384,2009,2009,,2023/11/19,,,read,,,,1,0
18710190,"Allegiant (Divergent, #3)",Veronica Roth,"Roth, Veronica",,"=""0007524277""","=""9780007524273""",0,3.60,HarperCollins Children's Book's,Hardcover,531,2013,2013,,2023/11/19,,,read,,,,1,0
51901147,"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",0,3.96,Scholastic Press,Kindle Edition,541,2020,2020,,2023/11/19,to-read,to-read (#135),to-read,,,,0,0
5966335,I Can't Think Straight,Shamim Sarif,"Sarif, Shamim",,"=""0956031617""","=""9780956031617""",0,4.14,Enlightenment Productions,Paperback,216,2008,2008,,2023/11/18,to-read,to-read (#134),to-read,,,,0,0
6472451,Ash,Malinda Lo,"Lo, Malinda",,"=""0316040096""","=""9780316040099""",0,3.63,"Little, Brown Books for Young Readers",Hardcover,264,2009,2009,,2023/11/18,to-read,to-read (#133),to-read,,,,0,0
8913370,Fingersmith,Sarah Waters,"Waters, Sarah",,"=""1101057025""","=""9781101057025""",0,4.02,Riverhead Books,ebook,592,2002,2002,,2023/11/18,to-read,to-read (#132),to-read,,,,0,0
62598520,Truly Wanted,J.J. Hale,"Hale, J.J.",,"=""""","=""""",0,4.01,Bold Strokes Books,Kindle Edition,0,2022,2022,,2023/11/18,to-read,to-read (#131),to-read,,,,0,0
58163717,Songs of Irie,Asha Ashanti Bromfield,"Bromfield, Asha Ashanti",,"=""""","=""""",0,4.25,Wednesday Books,Kindle Edition,400,2023,2023,,2023/11/18,to-read,to-read (#130),to-read,,,,0,0
24712341,"Damage Control (The Hollywood Series, #2)",Jae,"Jae, Jae",,"=""""","=""9783955333706""",0,4.31,Ylva Publishing,ebook,347,2015,2015,,2023/11/18,to-read,to-read (#129),to-read,,,,0,0
53446712,"The Oleander Sword (The Burning Kingdoms, #2)",Tasha Suri,"Suri, Tasha",,"=""""","=""""",3,4.34,Orbit,Kindle Edition,512,2022,2022,2023/11/18,2023/10/28,,,read,,,,1,0
251633,The Invincible,Stanisław Lem,"Lem, Stanisław",Wendayne Ackerman,"=""0283979623""","=""9780283979620""",0,4.15,Sidgwick & Jackson (London),Paperback,223,1973,1964,,2023/11/17,to-read,to-read (#128),to-read,,,,0,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,3.96,Simon & Schuster,Kindle Edition,194,2011,1953,,2023/11/04,to-read,to-read (#127),to-read,,,,0,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""""","=""""",0,4.34,Riverhead Books,Paperback,371,2004,2003,,2023/11/04,to-read,to-read (#126),to-read,,,,0,0
50523477,"The Jasmine Throne (The Burning Kingdoms, #1)",Tasha Suri,"Suri, Tasha",,"=""0356515648""","=""9780356515649""",0,4.13,Orbit,Paperback,533,2021,2021,2023/11/27,2023/09/05,,,read,,,,1,0
62794,Confessions of a Mask,Yukio Mishima,"Mishima, Yukio",Meredith Weatherby,"=""0720610311""","=""9780720610314""",0,3.95,Peter Owen,Paperback,224,1998,1949,,2023/10/27,to-read,to-read (#125),to-read,,,,0,0
11395597,Why Be Happy When You Could Be Normal?,Jeanette Winterson,"Winterson, Jeanette",,"=""0307401243""","=""9780307401243""",0,4.00,Knopf Canada,Hardcover,230,2012,2011,,2023/10/27,to-read,to-read (#124),to-read,,,,0,0
54440543,"The Final Strife (Ending Fire, #1)",Saara El-Arifi,"El-Arifi, Saara",,"=""""","=""""",0,4.22,Del Rey,Hardcover,640,2022,2022,,2023/10/25,to-read,to-read (#123),to-read,,,,0,0
77507,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553560735""","=""9780553560732""",0,3.86,Spectra Books,Mass Market Paperback,572,1993,1992,,2023/10/20,to-read,to-read (#122),to-read,,,,0,0
36236125,Invisible Monsters,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393355950""","=""9780393355956""",0,4.00,W. W. Norton & Company,Paperback,304,2018,1999,,2023/10/20,to-read,to-read (#121),to-read,,,,0,0
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",0,4.17,Viking Canada,Hardcover,480,2008,2005,,2023/08/01,to-read,to-read (#27),to-read,,,,0,0
36236124,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393355942""","=""9780393355949""",0,4.19,W. W. Norton & Company,Paperback,224,2018,1996,,2023/09/29,to-read,to-read (#120),to-read,,,,0,0
41817486,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""0393341763""","=""9780393341768""",0,4.00,W. W. Norton & Company,Paperback,240,2019,1962,,2023/09/29,to-read,to-read (#119),to-read,,,,0,0
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",0,4.19,Tor Books,Mass Market Paperback,800,1990,1990,,2023/09/29,to-read,to-read (#118),to-read,,,,0,0
